Data source record id,NCBI tax id,BioSample,BioProject,Data source organism name,NCBI scientific name,RDP taxa,Data source lineage,NCBI taxonomic lineage,RDP taxonomic lineage,basecount,16S gene count,23S gene count,tRNA gene count,Curator,Evidence,Note,References,rrnDB version
GCF_001262715.1,216946,SAMN03948565,PRJNA224116,Spiroplasma turonicum,Spiroplasma turonicum,Spiroplasma (genus),NA,NA,Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Entomoplasmatales|order; Spiroplasmataceae|family; Spiroplasma|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001263175.1,1391653,SAMN03951128,PRJNA224116,Vulgatibacter incomptus,Vulgatibacter incomptus,Vulgatibacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Myxococcales|order; Cystobacterineae|suborder; Vulgatibacteraceae|family; Vulgatibacter|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001263205.1,1391654,SAMN03951129,PRJNA224116,Labilithrix luteola,Labilithrix luteola,Labilithrix (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Myxococcales|order; Sorangiineae|suborder; Labilitrichaceae|family; Labilithrix|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001263395.1,1437605,SAMN02442035,PRJNA224116,Bifidobacterium actinocoloniiforme DSM 22766,Bifidobacterium actinocoloniiforme DSM 22766,Bifidobacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Bifidobacteriales|order; Bifidobacteriaceae|family; Bifidobacterium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001267155.1,216942,SAMN03938703,PRJNA224116,Spiroplasma litorale,Spiroplasma litorale,Spiroplasma (genus),NA,NA,Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Entomoplasmatales|order; Spiroplasmataceae|family; Spiroplasma|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001267175.1,1697053,SAMN03946311,PRJNA224116,Thiopseudomonas alkaliphila,Thiopseudomonas alkaliphila,Thiopseudomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Thiopseudomonas|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001267435.1,1525,SAMN03964771,PRJNA224116,Moorella thermoacetica,Moorella thermoacetica,Moorella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Thermoanaerobacterales|order; Thermoanaerobacteraceae|family; Moorella|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001267885.1,278992,SAMN03921868,PRJNA224116,Streptomyces ambofaciens ATCC 23877,Streptomyces ambofaciens ATCC 23877,Streptomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001267925.1,1262470,SAMN03010392,PRJNA224116,Herbaspirillum hiltneri N3,Herbaspirillum hiltneri N3,Herbaspirillum (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Oxalobacteraceae|family; Herbaspirillum|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001273775.1,42253,SAMN03702441,PRJNA224116,Nitrospira moscoviensis,Nitrospira moscoviensis,Nitrospira (genus),NA,NA,Bacteria|domain; Nitrospirota|phylum; Nitrospiria|class; Nitrospirales|order; Nitrospiraceae|family; Nitrospira|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001274875.1,273035,SAMN03269975,PRJNA224116,Spiroplasma kunkelii CR2-3x,Spiroplasma kunkelii CR2-3x,Spiroplasma (genus),NA,NA,Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Entomoplasmatales|order; Spiroplasmataceae|family; Spiroplasma|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001274895.1,1408189,SAMN04012704,PRJNA224116,Corynebacterium lactis RW2-5,Corynebacterium lactis RW2-5,Corynebacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Corynebacteriaceae|family; Corynebacterium|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001275365.1,1086726,SAMN03777003,PRJNA224116,Francisella persica ATCC VR-331,Francisella persica ATCC VR-331,Francisella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Thiotrichales|order; Francisellaceae|family; Francisella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277175.1,1074000,SAMN03938715,PRJNA224116,Cronobacter universalis NCTC 9529,Cronobacter universalis NCTC 9529,Cronobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Cronobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277195.1,1159613,SAMN03938713,PRJNA224116,Cronobacter muytjensii ATCC 51329,Cronobacter muytjensii ATCC 51329,Cronobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Cronobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277215.2,1159491,SAMN03938716,PRJNA224116,Cronobacter malonaticus LMG 23826,Cronobacter malonaticus LMG 23826,Cronobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Cronobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277235.1,1159554,SAMN03938717,PRJNA224116,Cronobacter dublinensis subsp. dublinensis LMG 23823,Cronobacter dublinensis subsp. dublinensis LMG 23823,Cronobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Cronobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277255.1,1073999,SAMN03938712,PRJNA224116,Cronobacter condimenti 1330,Cronobacter condimenti 1330,Cronobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Cronobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001277995.1,931089,SAMN02950576,PRJNA224116,Corynebacterium deserti GIMN1.010,Corynebacterium deserti GIMN1.010,Corynebacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Corynebacteriaceae|family; Corynebacterium|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001278055.1,1603606,SAMN03287929,PRJNA224116,Desulfuromonas soudanensis,Desulfuromonas soudanensis,Desulfuromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfuromonadales|order; Desulfuromonadaceae|family; Desulfuromonas|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281025.1,28037,SAMN03263069,PRJNA224116,Streptococcus mitis,Streptococcus mitis,Streptococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281045.1,362837,SAMN03955382,PRJNA224116,Spiroplasma cantharicola,Spiroplasma cantharicola,Spiroplasma (genus),NA,NA,Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Entomoplasmatales|order; Spiroplasmataceae|family; Spiroplasma|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281085.1,1661,SAMN04005491,PRJNA224116,Trueperella pyogenes,Trueperella pyogenes,Trueperella (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Actinomycetales|order; Actinomycetaceae|family; Trueperella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281385.1,1125411,SAMN04054243,PRJNA224116,Candidatus Pseudothioglobus singularis PS1,Candidatus Pseudothioglobus singularis PS1,Gammaproteobacteria (class),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281405.1,1318743,SAMN02803869,PRJNA224116,Bartonella ancashensis,Bartonella ancashensis,Bartonella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Bartonellaceae|family; Bartonella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001281485.1,361183,SAMN03896005,PRJNA224116,Altererythrobacter epoxidivorans,Altererythrobacter epoxidivorans,Altererythrobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Erythrobacteraceae|family; Altererythrobacter|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001293125.1,1528099,SAMN02943398,PRJNA224116,Lawsonella clevelandensis,Lawsonella clevelandensis,Lawsonella (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Lawsonellaceae|family; Lawsonella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001293165.1,1705394,SAMN03280981,PRJNA224116,Candidatus Thioglobus autotrophicus,Candidatus Thioglobus autotrophicus,Gammaproteobacteria (class),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001294575.1,1788301,SAMN04076495,PRJNA224116,Pseudomonas versuta,Pseudomonas versuta,Pseudomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001296145.1,76859,SAMN03263585,PRJNA224116,Fusobacterium animalis,Fusobacterium animalis,Fusobacterium (genus),NA,NA,Bacteria|domain; Fusobacteriota|phylum; Fusobacteriia|class; Fusobacteriales|order; Fusobacteriaceae|family; Fusobacterium|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001298465.1,199,SAMN03342362,PRJNA224116,Campylobacter concisus,Campylobacter concisus,Campylobacter (genus),NA,NA,Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Campylobacteraceae|family; Campylobacter|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001302565.1,1933880,SAMN03840760,PRJNA224116,Glutamicibacter halophytocola,Glutamicibacter halophytocola,Glutamicibacter (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Glutamicibacter|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001302585.1,860235,SAMN03840758,PRJNA224116,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans,Kibdelosporangium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Pseudonocardiales|order; Pseudonocardiaceae|family; Kibdelosporangium|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001305575.3,288004,SAMN03988806,PRJNA224116,Beggiatoa leptomitoformis,Beggiatoa leptomitoformis,Beggiatoa (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Thiotrichales|order; Beggiatoaceae|family; Beggiatoa|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001305595.1,528244,SAMN03993951,PRJNA224116,Azospirillum thiophilum,Azospirillum thiophilum,Azospirillum (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rhodospirillales|order; Azospirillaceae|family; Azospirillum|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001305675.1,1136941,SAMN03776117,PRJNA224116,Gordonia phthalatica,Gordonia phthalatica,Gordonia (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Gordoniaceae|family; Gordonia|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001307195.1,1324350,SAMN04110325,PRJNA224116,Acinetobacter equi,Acinetobacter equi,Acinetobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001307805.1,1472767,SAMN04103130,PRJNA224116,Lentibacillus amyloliquefaciens,Lentibacillus amyloliquefaciens,Lentibacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Lentibacillus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001308265.1,1397108,SAMN03837864,PRJNA224116,Celeribacter marinus,Celeribacter marinus,Celeribacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rhodobacterales|order; Roseobacteraceae|family; Celeribacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001310085.1,512763,SAMN02711851,PRJNA224116,Rufibacter tibetensis,Rufibacter tibetensis,Rufibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Hymenobacteraceae|family; Rufibacter|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001310225.1,1736674,SAMN04156175,PRJNA224116,Pseudalgibacter alginicilyticus,Pseudalgibacter alginicilyticus,Pseudalgibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Pseudalgibacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001314325.1,33050,SAMN03031197,PRJNA224116,Sphingopyxis macrogoltabida,Sphingopyxis macrogoltabida,Sphingopyxis (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingopyxis|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001314995.1,28116,SAMN03852683,PRJNA224116,Bacteroides ovatus,Bacteroides ovatus,Bacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001399515.1,92945,SAMN04159244,PRJNA224116,Ketogulonicigenium vulgare,Ketogulonicigenium vulgare,Ketogulonicigenium (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rhodobacterales|order; Roseobacteraceae|family; Ketogulonicigenium|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001399775.1,498848,SAMN02441811,PRJNA224116,Thermus aquaticus Y51MC23,Thermus aquaticus Y51MC23,Thermus (genus),NA,NA,Bacteria|domain; Deinococcota|phylum; Deinococci|class; Thermales|order; Thermaceae|family; Thermus|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001402875.1,1079,SAMN04123293,PRJNA224116,Blastochloris viridis,Blastochloris viridis,Blastochloris (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Blastochloridaceae|family; Blastochloris|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001411805.1,41899,SAMN04210536,PRJNA224116,Burkholderia plantarii,Burkholderia plantarii,Burkholderia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001414055.1,69395,SAMN04208552,PRJNA224116,Caulobacter henricii,Caulobacter henricii,Caulobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001421015.2,1616788,SAMN04193493,PRJNA224116,Paenibacillus bovis,Paenibacillus bovis,Paenibacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Paenibacillaceae|family; Paenibacillus|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001431725.1,1178482,SAMN04216911,PRJNA224116,Halomonas huangheensis,Halomonas huangheensis,Halomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Oceanospirillales|order; Halomonadaceae|family; Halomonas|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001441165.1,1748,SAMN04230714,PRJNA224116,Acidipropionibacterium acidipropionici,Acidipropionibacterium acidipropionici,Acidipropionibacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Propionibacteriales|order; Propionibacteriaceae|family; Acidipropionibacterium|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001442745.1,84531,SAMN03275727,PRJNA224116,Lysobacter antibioticus,Lysobacter antibioticus,Lysobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Lysobacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001442805.1,262324,SAMN03275729,PRJNA224116,Lysobacter gummosus,Lysobacter gummosus,Lysobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Lysobacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001443605.1,1307839,SAMN04215233,PRJNA224116,Salinivirga cyanobacteriivorans,Salinivirga cyanobacteriivorans,Salinivirga (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Salinivirgaceae|family; Salinivirga|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001444405.1,161398,SAMN04259808,PRJNA224116,Pseudoalteromonas phenolica,Pseudoalteromonas phenolica,Pseudoalteromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Pseudoalteromonadaceae|family; Pseudoalteromonas|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001444425.1,1249552,SAMN04260401,PRJNA224116,Pseudohongiella spirulinae,Pseudohongiella spirulinae,Pseudohongiella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Oceanospirillales|order; Oceanospirillales_incertae_sedis|family; Pseudohongiella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001444445.1,76123,SAMN04260158,PRJNA224116,Hoylesella enoeca,Hoylesella enoeca,Hoylesella (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Prevotellaceae|family; Hoylesella|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001447915.1,336810,SAMN04223556,PRJNA224116,Candidatus Karelsulcia muelleri,Candidatus Karelsulcia muelleri,Bacteroidota (phylum),NA,NA,Bacteria|domain; Bacteroidota|phylum,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001455085.1,1307443,SAMN03263145,PRJNA224116,Fusobacterium hwasookii ChDC F206,Fusobacterium hwasookii ChDC F206,Fusobacterium (genus),NA,NA,Bacteria|domain; Fusobacteriota|phylum; Fusobacteriia|class; Fusobacteriales|order; Fusobacteriaceae|family; Fusobacterium|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001455205.1,44577,SAMN04305135,PRJNA224116,Nitrosomonas ureae,Nitrosomonas ureae,Nitrosomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Nitrosomonadales|order; Nitrosomonadaceae|family; Nitrosomonas|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001456255.1,1219067,SAMN03178087,PRJNA224116,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,Vibrio (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Vibrio|genus,NA,11,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001456355.1,1578165,SAMN03225541,PRJNA224116,Mycobacteroides saopaulense,Mycobacteroides saopaulense,Mycobacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001457455.1,1717,SAMEA2517360,PRJNA224116,Corynebacterium diphtheriae,Corynebacterium diphtheriae,Corynebacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Corynebacteriaceae|family; Corynebacterium|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001457555.1,76857,SAMEA2479572,PRJNA224116,Fusobacterium polymorphum,Fusobacterium polymorphum,Fusobacterium (genus),NA,NA,Bacteria|domain; Fusobacteriota|phylum; Fusobacteriia|class; Fusobacteriales|order; Fusobacteriaceae|family; Fusobacterium|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001457635.1,1313,SAMEA2479568,PRJNA224116,Streptococcus pneumoniae,Streptococcus pneumoniae,Streptococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001458695.1,1715989,SAMEA3560316,PRJNA224116,Candidatus Nitrospira inopinata,Candidatus Nitrospira inopinata,Nitrospira (genus),NA,NA,Bacteria|domain; Nitrospirota|phylum; Nitrospiria|class; Nitrospirales|order; Nitrospiraceae|family; Nitrospira|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001460635.1,76936,SAMEA3507300,PRJNA224116,Helicobacter typhlonius,Helicobacter typhlonius,Helicobacter (genus),NA,NA,Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Helicobacteraceae|family; Helicobacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001465255.1,162209,SAMN02910228,PRJNA224116,Paenibacillus naphthalenovorans,Paenibacillus naphthalenovorans,Paenibacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Paenibacillaceae|family; Paenibacillus|genus,NA,11,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001465545.3,93219,SAMN04316854,PRJNA224116,Pandoraea norimbergensis,Pandoraea norimbergensis,Pandoraea (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Pandoraea|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001465595.2,93218,SAMN04316586,PRJNA224116,Pandoraea apista,Pandoraea apista,Pandoraea (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Pandoraea|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001465795.2,200991,SAMN04325379,PRJNA224116,Planococcus rifietoensis,Planococcus rifietoensis,Planococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Caryophanaceae|family; Planococcus|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001465835.2,1374,SAMN04331436,PRJNA224116,Planococcus kocurii,Planococcus kocurii,Planococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Caryophanaceae|family; Planococcus|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001482365.1,446860,SAMN04270876,PRJNA224116,Kocuria flava,Kocuria flava,Kocuria (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Kocuria|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_001483865.1,76731,SAMN04363976,PRJNA224116,Roseateles depolymerans,Roseateles depolymerans,Roseateles (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Roseateles|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
